,2018,2019
0,7.98268558417011,6.443146288957887
1,34.54206946958773,32.08117769187031
2,60.36035529748171,58.303856494707205
3,73.47615890042154,64.23344017928416
4,19.402004160932044,17.972820739863632
5,25.903866280097123,24.910325073597168
6,34.260127797181234,30.266282833091342
7,40.89484486306796,49.10300758205143
8,47.706021537118446,40.383051868147355
9,55.4605887512405,48.66944361506515
10,15.010756929299108,8.781384836256535
11,6.589507447035028,5.9760812422301886
12,5.86630794597063,5.247997863281481
13,0.18679328764991854,0.18888486710428634
14,0.3487571214922216,0.7292400955776712
15,45.72825274544198,34.247875502756045
16,86.506779575441,84.56737199335257
17,147.92675731345318,139.01068988991582
18,128.6962634893343,118.065310408506
19,75.74807951268826,66.26047898068282
20,82.75709095669107,75.26143152216119
21,100.04638651720511,97.01368672129057
22,118.16476917255731,112.68619571980983
23,109.16328238483054,109.13637222682969
24,107.91252155093018,102.20248163326549
25,63.01655613310552,54.404080529410265
26,47.13049562464114,41.42552432880857
27,29.15273262552299,26.243213235743596
28,3.9847625854675823,5.074983941796112
29,0.2285356684827318,0.2314086005974146
30,26.36019898638194,26.74421152582472
31,101.37371750924916,88.70327956525315
32,152.91051879650283,146.02631043355476
33,126.52165790754803,115.54993804793183
34,136.7827845054431,123.06449951186299
35,123.48842066550458,109.41547182535803
36,168.39418941397085,179.83617308513885
37,141.7786500033657,139.60247827669855
38,97.31682542062238,98.39157620664606
39,68.90339101809857,67.77860592811128
40,66.44136902425618,67.80303901981962
41,88.18345815313774,88.53172795363717
42,98.24253340665929,92.80583916425071
43,25.00317227947296,31.559043873905313
44,3.0916010425570923,2.3989923896567356
45,0.10324781117151625,0.28344433924138246
46,0.27516089024728746,0.9966019252144922
47,16.172574934166395,16.551245232916557
48,78.75771069530134,79.13409896842315
49,111.79173283147806,110.34869528544881
50,110.93475478921007,106.5084497681158
51,109.95737832183084,100.79365245499235
52,121.06912856195973,107.05718125505027
53,170.3161988184697,162.62470256438004
54,139.7715560727782,127.96637833881738
55,119.53671661020161,113.53803668125094
56,157.89580932556532,158.20682251657314
57,118.26681390981781,115.70490609338307
58,108.11210568474158,103.52877114277912
59,70.73935943805132,70.87408091597155
60,68.8050367542074,67.4333155821374
61,15.641737259359383,14.643080197152027
62,8.5876231486871,8.247634687340819
63,14.618002489705946,17.485127958745586
64,9.40554053532063,11.2334834363295
65,5.460574080308404,4.242484412790621
66,7.324809076109214,7.33159700343516
67,0.42754093114056363,0.4286123945648968
68,0.06785296315603323,0.03859169518816419
69,6.974612176427437,7.40935745516137
70,101.88734700740731,104.91290447304384
71,120.60453940132844,124.03231907861402
72,114.39484807065197,110.11547167153131
73,124.67597655742912,100.12684135667821
74,156.10765372333577,148.44530177445202
75,184.64648837987474,176.9464350374654
76,117.06275254386411,120.53509142710554
77,106.00639780461064,106.48191358333918
78,178.32372761406847,175.7214389129694
79,171.22736221153497,171.24022936959008
80,101.37817240505063,103.19235737890479
81,34.53501834536394,30.490982626641284
82,39.18026193928599,31.296578213481638
83,31.775432016245354,26.688623503594936
84,71.97191483527811,73.85080648653863
85,32.360497532957424,30.8868875210612
86,6.642953963014076,6.168970803718437
87,16.071839212034085,13.762152338412132
88,39.96369828594133,32.51024663599273
89,8.817990434823999,7.919354561213475
90,0.13450732947617844,0.1377476675693084
91,1.025673070132769,1.1620474232570384
92,49.33149624131477,52.383179151366654
93,146.9420580275237,150.2655670167937
94,125.88012614270164,126.5390924212825
95,91.53824638275054,84.67493296683875
96,146.6859423764392,132.30786925953407
97,145.63816013736,123.0565500473458
98,128.09848018962973,121.86073814596803
99,127.53716678173026,124.83036746111566
100,123.77360110145543,113.61837421563558
101,188.4378638299344,186.6324355099393
102,146.0176546020785,142.44344675847304
103,114.54842493044605,110.36917168232755
104,136.32100385207536,119.08742952977016
105,147.5375680235613,135.4961312666011
106,110.39348230513816,115.27649675811855
107,73.95262084133793,72.3513510161883
108,6.895193661066219,6.977945027236321
109,10.057548573133271,7.3619795301987025
110,2.8689225225162303,3.2719197112165204
111,4.446901402011958,6.544942907339015
112,6.6444685156469765,3.63416689685191
113,22.54297960542342,19.006223781107753
114,16.566977475144494,16.392382081770233
115,1.3719905116649462,1.2517948096406057
116,0.02746290157506891,0.028300659805911975
117,0.3157691708039918,0.3357196068478005
